title,work experience,salary,region
QA engineer (middle/middle+),3–6 лет,з/п не указана,Санкт-Петербург
QA Engineer (в Европу),3–6 лет,з/п не указана,Москва
ML-разработчик рекомендаций (ВК Видео),3–6 лет,з/п не указана,Москва
ML-разработчик (Дзен),3–6 лет,з/п не указана,Москва
Разработчик модулей биллинговой инфраструктуры Райдтеха,3–6 лет,з/п не указана,Москва
ML-разработчик поиска (ВК Видео),3–6 лет,з/п не указана,Москва
DevOps/CI инженер в сервис мобильных приложений,3–6 лет,з/п не указана,Москва
DevOps/CI инженер в сервис мобильных приложений,3–6 лет,з/п не указана,Санкт-Петербург
Frontend Developer (Angular),3–6 лет,от 220 000 до 250 000 руб. на руки,Москва
DevOps/CI инженер в сервис мобильных приложений,3–6 лет,з/п не указана,Казань
DevOps/CI инженер в сервис мобильных приложений,3–6 лет,з/п не указана,Новосибирск
DevOps/CI инженер в сервис мобильных приложений,3–6 лет,з/п не указана,Екатеринбург
Frontend Developer (Angular),3–6 лет,от 220 000 до 250 000 руб. на руки,Санкт-Петербург
Lead Test Engineer,3–6 лет,з/п не указана,Москва
Руководитель отдела разработки BI-систем и DWH,3–6 лет,з/п не указана,Москва
Дата-инженер в Плюс и Развлекательные сервисы,3–6 лет,з/п не указана,Санкт-Петербург
"Аналитик по данным в Группу ""Growth""",3–6 лет,з/п не указана,Москва
Дата-инженер в Плюс и Развлекательные сервисы,3–6 лет,з/п не указана,Москва
Data Scientist / ML-инженер (Big Data),3–6 лет,з/п не указана,Москва
"ETL - разработчик, Teradata/Greenplum",3–6 лет,з/п не указана,Москва
Product owner (виртуализация),3–6 лет,з/п не указана,Москва
"Аналитик по данным в Группу ""Growth""",3–6 лет,з/п не указана,Санкт-Петербург
Head of Testing Group,3–6 лет,з/п не указана,Москва
Specialist DevOps,3–6 лет,до 300 000 руб. на руки,Москва
Системный администратор Linux (DevOps),3–6 лет,от 110 000 руб. до вычета налогов,Казань
DevOps инженер (BMC Remedy),3–6 лет,з/п не указана,Москва
"Front-end разработчик (Vue.js), удаленно",3–6 лет,от 2 000 USD на руки,Санкт-Петербург
Senior system administrator / DevOps,3–6 лет,з/п не указана,Москва
"Главный/ведущий экономист в Data Science-команду (рыночные риски, управление данными)",3–6 лет,з/п не указана,Москва
Senior DevOps Engineer / Cloud Solution Architect,3–6 лет,от 6 000 до 9 000 USD на руки,Москва
Руководитель команды ML в команду Дзена (холодный старт),3–6 лет,з/п не указана,Москва
Specialist DevOps,3–6 лет,до 280 000 руб. на руки,Санкт-Петербург
Lead Technical Artist UE4 (Ведущий Технический Художник UE4),3–6 лет,з/п не указана,Москва
Team Lead в команду разработки выделенных серверов,3–6 лет,з/п не указана,Санкт-Петербург
"DevOps engineer (General Components, Autonomous Driving)",3–6 лет,з/п не указана,Москва
Specialist DevOps,3–6 лет,до 280 000 руб. на руки,Хабаровск
Specialist DevOps,3–6 лет,до 280 000 руб. на руки,Ростов-на-Дону
Разработчик C#,3–6 лет,от 270 000 руб. до вычета налогов,Москва
Senior DevOps Engineer / Cloud Solution Architect,3–6 лет,от 6 000 до 9 000 USD на руки,Санкт-Петербург
Specialist DevOps,3–6 лет,до 280 000 руб. на руки,Екатеринбург
Specialist DevOps,3–6 лет,до 280 000 руб. на руки,Самара
Web/Product Analyst,3–6 лет,з/п не указана,Санкт-Петербург
Specialist DevOps,3–6 лет,до 280 000 руб. на руки,Новосибирск
Team Lead в команду разработки выделенных серверов,3–6 лет,з/п не указана,Казань
Specialist DevOps,3–6 лет,до 280 000 руб. на руки,Воронеж
GO Developer,3–6 лет,з/п не указана,Москва
Team Lead Java,3–6 лет,от 300 000 до 550 000 руб. до вычета налогов,Красноярск
Team Lead в команду разработки выделенных серверов,3–6 лет,з/п не указана,Новосибирск
Senior system administrator / DevOps,3–6 лет,з/п не указана,Санкт-Петербург
Специалист по автоматизированному тестированию (Java),3–6 лет,з/п не указана,Москва
Сетевой инженер,3–6 лет,з/п не указана,Москва
"Senior Machine Learning Engineer (Prediction, Autonomous Driving)",3–6 лет,з/п не указана,Москва
Team Lead в команду сетей облака,3–6 лет,з/п не указана,Москва
QA Automation Engineer (Java),3–6 лет,з/п не указана,Москва
Team Lead в команду сетей облака,3–6 лет,з/п не указана,Санкт-Петербург
Team Lead в команду сетей облака,3–6 лет,з/п не указана,Воронеж
Tech Lead/Team Lead в команду Объектного хранилища,3–6 лет,з/п не указана,Москва
Tech Lead/Team Lead в команду Объектного хранилища,3–6 лет,з/п не указана,Санкт-Петербург
Ведущий системный программист,3–6 лет,з/п не указана,Москва
Программист C/C++/Lua (PT XDR),3–6 лет,з/п не указана,Санкт-Петербург
Программист C/C++/Lua (PT XDR),3–6 лет,з/п не указана,Томск
Программист C/C++/Lua (PT XDR),3–6 лет,з/п не указана,Самара
Программист C/C++/Lua (PT XDR),3–6 лет,з/п не указана,Новосибирск
Программист C/C++/Lua (PT XDR),3–6 лет,з/п не указана,Нижний Новгород
"Middle Data Analyst (Prediction, Autonomous Driving)",3–6 лет,з/п не указана,Москва
SRE-инженер,3–6 лет,з/п не указана,Москва
Инженер блока эксплуатации и технической поддержки,3–6 лет,от 150 000 до 221 000 руб. до вычета налогов,Москва
Ведущий разработчик Terrasoft (middle),3–6 лет,з/п не указана,Санкт-Петербург
Software Engineer/Программист,3–6 лет,з/п не указана,Москва
Старший инженер-программист React/С#,3–6 лет,з/п не указана,Нижний Новгород
Ведущий инженер Linux/Системный администратор Linux,3–6 лет,з/п не указана,Санкт-Петербург
Senior Java developer (Big Data) (Georgia / Europe),3–6 лет,з/п не указана,Санкт-Петербург
Project manager / Менеджер проекта / Delivery manager,3–6 лет,з/п не указана,Санкт-Петербург
Unity разработчик (Middle / Senior),3–6 лет,з/п не указана,Екатеринбург
Product-manager - Логистика,3–6 лет,от 250 000 руб. на руки,Москва
Аnalyst in Strategy,3–6 лет,з/п не указана,Москва
.NET разработчик (Middle / Senior),3–6 лет,з/п не указана,Красноярск
Системный Администратор (администратор БД),3–6 лет,от 45 000 руб. до вычета налогов,Пенза
Инженер-разработчик Машинного Обучения алгоритмов Компьютерного Зрения,3–6 лет,з/п не указана,Санкт-Петербург
Data Analyst,3–6 лет,з/п не указана,г.Москва
Application Developer (Linux)/разработчик прикладных решений (Linux),3–6 лет,з/п не указана,Москва
Backend разработчик,3–6 лет,от 200 000 до 300 000 руб. на руки,Москва
PHP Fullstack Developer (RELOCATE),3–6 лет,от 4 000 EUR до вычета налогов,Москва
Разработчик Backend GO,3–6 лет,з/п не указана,Москва
Инженер технической поддержки/Системный администратор,3–6 лет,з/п не указана,Москва
DevOps инженер,3–6 лет,з/п не указана,Иваново
Data Engineer (middle+/senior),3–6 лет,до 400 000 руб. до вычета налогов,Москва
Linux senior Embedded/R&D Developer/старший разработчик для встраиваемых систем (Linux),3–6 лет,з/п не указана,Москва
Quantitative Researcher/Developer (relocation to Armenia),3–6 лет,з/п не указана,Москва
Бизнес-аналитик/Методолог,3–6 лет,з/п не указана,Москва
Middle/Senior Python Developer (Platform Virtualization),3–6 лет,з/п не указана,Москва
"Frontend developer (Angular, RxJs)",3–6 лет,з/п не указана,Москва
Senior Python backend developer (ML Space AI Cloud),3–6 лет,з/п не указана,Москва
Developer C++ (Kaspersky Secure Mail Gateway),3–6 лет,з/п не указана,Москва
Middle / Senior front-end developer (Vue),3–6 лет,з/п не указана,Санкт-Петербург
Java Developer (Middle+/Senior),3–6 лет,з/п не указана,Москва
Senior Algorithm Developer,3–6 лет,з/п не указана,Moscow
Senior Ruby developer,3–6 лет,от 3 500 EUR до вычета налогов,Москва
Frontend Developer (React),3–6 лет,з/п не указана,Москва
"Старший DevOps Kubernetes, Платформа, Эксплуатация и виртуализация",3–6 лет,з/п не указана,Москва
Team Lead Golang (MTS Travel),3–6 лет,з/п не указана,Москва
"Ведущий инженер по автоматизации тестирования, Склад",3–6 лет,з/п не указана,Москва
"Старший DevOps Kubernetes, Платформа, Эксплуатация и виртуализация",3–6 лет,з/п не указана,Санкт-Петербург
Архитектор программного обеспечения,3–6 лет,з/п не указана,Москва
Инженер-программист,3–6 лет,з/п не указана,Пермь
Data scientist / Machine learning engineer (команда CoreML ВКонтакте),3–6 лет,з/п не указана,Санкт-Петербург
ML-инженер,3–6 лет,з/п не указана,Екатеринбург
QA Team Lead в сервис транспорта,3–6 лет,з/п не указана,Омск
QA Team Lead в сервис транспорта,3–6 лет,з/п не указана,Екатеринбург
"Разработчик Go, Доставка Маркетплейса",3–6 лет,з/п не указана,Москва
Senior Data Scientist в b2c направление,3–6 лет,от 350 000 руб. до вычета налогов,Москва
Golang-разработчик в команду WorkMail (B2B Почта/Календарь),3–6 лет,з/п не указана,Москва
Frontend developer (стрим Состоятельные клиенты),3–6 лет,з/п не указана,Москва
Инженер-программист - DevOps (отдела функционального тестирования),3–6 лет,от 150 000 руб. до вычета налогов,Москва
"Ведущий разработчик С++/Go, Платформа, Эксплуатация и Виртуализация",3–6 лет,з/п не указана,Санкт-Петербург
Senior QA Engineer,3–6 лет,з/п не указана,Москва
Разработчик Hadoop Big Data (стрим Витрины ПИК),3–6 лет,з/п не указана,Санкт-Петербург
QA Engineer Automation (Платежи),3–6 лет,з/п не указана,Москва
"Старший инженер (SRE/DevOps Engineer, BSS-системы)",3–6 лет,з/п не указана,Москва
Senior Data Science,3–6 лет,з/п не указана,Москва
"Инженер по автоматизации тестирования, Storage, Базовые сервисы",3–6 лет,з/п не указана,Санкт-Петербург
Backend developer,3–6 лет,з/п не указана,Ярославль
Senior Risk Data Scientist for a global FinTech startup,3–6 лет,до 650 000 руб. до вычета налогов,Нью-Йорк
"Инженер по автоматизации тестирования, Storage, Базовые сервисы",3–6 лет,з/п не указана,Новосибирск
Программист C++/Qt,3–6 лет,от 160 000 до 230 000 руб. до вычета налогов,Москва
Инженер эксплуатации ПО (мобильный банк),3–6 лет,з/п не указана,Москва
Инженер DevOps,3–6 лет,з/п не указана,Санкт-Петербург
Главный аналитик проектов по предиктивной аналитике,3–6 лет,з/п не указана,Москва
"Инженер по автоматизации тестирования, Storage, Базовые сервисы",3–6 лет,з/п не указана,Москва
Старший аналитик / аналитик данных,3–6 лет,от 150 000 руб. на руки,Москва
"Senior Software Engineer (Full-stack, Python/JS)",3–6 лет,от 5 000 EUR на руки,город Лимасол
IOS разработчик в инфраструктурный проект,3–6 лет,з/п не указана,Санкт-Петербург
Java разработчик в команду Монетизация,3–6 лет,з/п не указана,Москва
Team Lead SDET (Aprotech),3–6 лет,з/п не указана,Москва
Разработчик Spark/Hadoop (витрины и сервисы озера данных),3–6 лет,з/п не указана,Москва
Архитектор Big Data,3–6 лет,з/п не указана,Москва
"Senior QA Engineer (Automation, Python)",3–6 лет,от 4 000 до 5 000 EUR на руки,Москва
Security Researcher (GReAT),3–6 лет,з/п не указана,Москва
DevOps engineer в МТС Метрику (Big Data),3–6 лет,з/п не указана,Москва
"Senior QA Engineer (Automation, Python)",3–6 лет,от 4 000 до 5 000 EUR на руки,Санкт-Петербург
Embedded разработчик (middle),3–6 лет,до 170 000 руб. на руки,Москва
Инженер по тестированию (тестирование программного кода),3–6 лет,от 90 000 до 130 000 руб. на руки,Москва
С++ разработчик в Мессенджер,3–6 лет,з/п не указана,Москва
Архитектор RPA,3–6 лет,з/п не указана,Москва
С++ разработчик в Мессенджер,3–6 лет,з/п не указана,Санкт-Петербург
Senior PHP разработчик,3–6 лет,от 200 000 до 350 000 руб. на руки,Москва
undefinite,undefinite,ООО Лаборатория Наносемантика,Москва
Аналитик по информационной безопасности,3–6 лет,з/п не указана,Санкт-Петербург
Middle developer C++,3–6 лет,з/п не указана,Москва
Инженер по тестированию (нагрузочное тестирование программных приложений),3–6 лет,от 90 000 до 130 000 руб. до вычета налогов,Москва
QA Head,3–6 лет,з/п не указана,Москва
Senior Software Engineer (Golang),3–6 лет,от 5 500 EUR на руки,город Лимасол
Ведущий программист (РЛС),3–6 лет,з/п не указана,Зеленоград
Head of Data Science,3–6 лет,з/п не указана,Санкт-Петербург
Developer - Сloud services,3–6 лет,з/п не указана,Москва
undefinite,undefinite,КОНТРОЛ лизинг,Москва
Аналитик маркетинга геосервисов в Карты,3–6 лет,з/п не указана,Москва
QA Middle (рекламная платформа),3–6 лет,з/п не указана,Москва
Менеджер по персоналу,3–6 лет,з/п не указана,Москва
C# программист (Senior / middle .NET Core Web API),3–6 лет,з/п не указана,Москва
Пресейл-архитектор (VK Cloud Solutions),3–6 лет,з/п не указана,Москва
Руководитель IT-проектов,3–6 лет,от 60 000 до 120 000 руб. на руки,Ярославль
Старший системный администратор,3–6 лет,з/п не указана,Москва
Системный администратор,3–6 лет,от 70 000 руб. на руки,Ульяновск
Программист,3–6 лет,з/п не указана,Москва
Системный администратор,3–6 лет,з/п не указана,Санкт-Петербург
BIM координатор,3–6 лет,з/п не указана,Москва
Разработчик C#,3–6 лет,от 130 000 руб. на руки,Ростов-на-Дону
Full Stack разработчик,3–6 лет,з/п не указана,Москва
Web-разработчик full stack,1–3 года,от 60 000 до 100 000 руб. до вычета налогов,Санкт-Петербург
QA engineer (C++),1–3 года,з/п не указана,Москва
Программист (разработчик коннекторов SIEM),1–3 года,з/п не указана,Санкт-Петербург
Инженер-разработчик,1–3 года,з/п не указана,Москва
Middle PHP программист,1–3 года,от 90 000 до 120 000 руб. на руки,Владивосток
Системный аналитик Web систем,1–3 года,з/п не указана,Краснодар
Начинающий системный администратор macOS / Linux,1–3 года,от 85 000 руб. на руки,Москва
Старший инженер по тестированию UI/ Senior QA automation (JavaScript),1–3 года,з/п не указана,Москва
Инженер-программист,1–3 года,от 100 000 до 130 000 руб. до вычета налогов,Сестрорецк
Инженер-программист,1–3 года,от 100 000 до 130 000 руб. до вычета налогов,Сертолово
Junior frontend разработчик,1–3 года,от 40 до 60 руб. до вычета налогов,Ярославль
DevOps-инженер,1–3 года,з/п не указана,Москва
Инженер-программист,1–3 года,от 100 000 до 130 000 руб. до вычета налогов,Рощино (Ленинградская область)
Backend разработчик (PHP),1–3 года,з/п не указана,Санкт-Петербург
Программист FullStack (PHP + SQL),1–3 года,от 80 000 до 120 000 руб. до вычета налогов,Нижний Новгород
Backend разработчик (PHP),1–3 года,з/п не указана,Москва
Backend разработчик (PHP),1–3 года,з/п не указана,Казань
Backend разработчик (PHP),1–3 года,з/п не указана,Тверь
Системный администратор в IT компании,1–3 года,от 60 000 руб. до вычета налогов,Йошкар-Ола
Senior C++ Developer (to Armenia),1–3 года,з/п не указана,Самара
Backend разработчик (PHP),1–3 года,з/п не указана,Самара
Senior C++ Developer (to Armenia),1–3 года,з/п не указана,Казань
Backend разработчик (PHP),1–3 года,з/п не указана,Екатеринбург
Backend разработчик (PHP),1–3 года,з/п не указана,Нижний Новгород
Senior C++ Developer (to Armenia),1–3 года,з/п не указана,Новосибирск
Senior C++ Developer (to Armenia),1–3 года,з/п не указана,Нижний Новгород
Cпециалист по безопасной разработке (SecDevOps/DevSecOps),1–3 года,з/п не указана,Екатеринбург
Инженер-программист,1–3 года,з/п не указана,Калуга
Fullstack Middle/Senior Quality Engineer (MTS Travel),1–3 года,з/п не указана,Москва
Программист Olap,1–3 года,от 80 000 руб. на руки,Рыбное
Консультант 1С,1–3 года,з/п не указана,Череповец
"Senior Software Engineer CI/CD, DevOps (to Armenia)",1–3 года,з/п не указана,Нижний Новгород
Реверс инженер в области виртуализации,1–3 года,з/п не указана,Москва
Ведущий программист,1–3 года,до 100 000 руб. до вычета налогов,Москва
Специалист технической поддержки,1–3 года,от 60 000 до 80 000 руб. до вычета налогов,г. Ставрополь ул. Апанасенковская 4
Разработчик DWH/BI,1–3 года,з/п не указана,Москва
Разработчик QlikView,1–3 года,з/п не указана,Москва
Главный специалист (специалист биллинговой системы),1–3 года,до 108 000 руб. на руки,Хабаровск
Разработчик Terrasoft Creatio,1–3 года,з/п не указана,Москва
Администратор сред,1–3 года,з/п не указана,Москва
Инженер-программист (разработчик встроенного системного ПО),1–3 года,з/п не указана,Зеленоград
"Инженер по направлению сетевой автоматизации (middle, junior)",1–3 года,з/п не указана,Казань
Data Engineer (Greenplum),1–3 года,з/п не указана,Москва
Инженер-программист 2 категории,1–3 года,з/п не указана,Тольятти
Программист микроконтроллеров,1–3 года,от 40 000 до 80 000 руб. на руки,Батайск
Инженер-программист C/C++ (разработчик компилятора),1–3 года,з/п не указана,Москва
Web-разработчик,1–3 года,от 120 000 руб. до вычета налогов,Аксай
Инженер-программист C/C++ (разработчик компилятора),1–3 года,з/п не указана,Зеленоград
Программист микроконтроллеров,1–3 года,от 55 000 руб. до вычета налогов,Ставрополь
Senior CI/CD Enginer (to Armenia),1–3 года,з/п не указана,Самара
Senior CI/CD Enginer (to Armenia),1–3 года,з/п не указана,Нижний Новгород
Ведущий Backend разработчик,1–3 года,от 210 000 руб. до вычета налогов,Новосибирск
Ведущий Backend разработчик,1–3 года,от 210 000 руб. до вычета налогов,Омск
Ведущий Backend разработчик,1–3 года,от 210 000 руб. до вычета налогов,Краснодар
Ведущий Backend разработчик,1–3 года,от 210 000 руб. до вычета налогов,Екатеринбург
Ведущий Backend разработчик,1–3 года,от 210 000 руб. до вычета налогов,Красноярск
Ведущий программист алгоритмов обработки видео встраиваемых систем,1–3 года,з/п не указана,Зеленоград
Ведущий программист алгоритмов обработки видео встраиваемых систем,1–3 года,з/п не указана,Москва
Системный администратор (SysOps),1–3 года,з/п не указана,Ульяновск
Специалист по Информационной безопасности (AppSec Mobile),1–3 года,з/п не указана,Москва
Инженер-конструктор в отдел разработки библиотек и интегральных схем,1–3 года,з/п не указана,Зеленоград
Специалист по направлению РЗА (моделирование работы устройств РЗА),1–3 года,з/п не указана,Иваново
Эксперт департамента сертификации и тестирования,1–3 года,з/п не указана,Москва
Аналитик,1–3 года,от 100 000 руб. на руки,Белгород
Инженер-программист 1 категории,1–3 года,з/п не указана,Великий Новгород
DevOps Engineer (CI/CD),1–3 года,з/п не указана,Нижний Новгород
DevOps specialist,1–3 года,з/п не указана,Москва
Старший инженер-программист C++ (Lua/Python),1–3 года,з/п не указана,Нижний Новгород
Инженер-программист (разработка клиент-серверных приложений),1–3 года,от 50 000 до 80 000 руб. до вычета налогов,Москва
Разработчик ETL,1–3 года,з/п не указана,Рязань
Ведущий инженер (разработчик SDK в ОС Linux),1–3 года,от 80 000 до 160 000 руб. до вычета налогов,Москва
Разработчик Greenplum/Arenadata DB,1–3 года,з/п не указана,Нижний Новгород
Разработчик базы данных (PostgreSQL),1–3 года,з/п не указана,Санкт-Петербург
Разработчик / Middle Full Stack Developer,1–3 года,з/п не указана,Москва
Техник (начинающий разработчик ПЛИС),1–3 года,от 40 000 до 90 000 руб. до вычета налогов,Москва
Разработчик ETL-процессов / Data Engineer (Hadoop),1–3 года,з/п не указана,Москва
Senior QA Engineer AI/ML (to Armenia / Portugal),1–3 года,з/п не указана,Новосибирск
Инженер-программист 1 категории отдела верификации программного обеспечения,1–3 года,з/п не указана,Москва
Разработчик по нагрузочному тестированию (НТ),1–3 года,з/п не указана,Москва
"Senior Software Engineer CI/CD, DevOps (to Armenia)",1–3 года,з/п не указана,Екатеринбург
"Senior Software Engineer CI/CD, DevOps (to Armenia)",1–3 года,з/п не указана,Самара
Разработчик ETL/DWH,1–3 года,з/п не указана,Краснодар
DWH Developer,1–3 года,з/п не указана,Москва
Инженер-программист ОС,1–3 года,з/п не указана,Муром
Разработчик архитектурного репозитория,1–3 года,з/п не указана,Москва
Программист встраиваемых систем,1–3 года,до 150 000 руб. на руки,Москва
Devops инженер,1–3 года,з/п не указана,Москва
Старший программист С#,1–3 года,з/п не указана,Санкт-Петербург
Разработчик ETL,1–3 года,з/п не указана,Челябинск
Разработчик Back end developer / Full stack developer / IT administrator С# (Remote),1–3 года,з/п не указана,Тверь
Инженер программных решений,1–3 года,з/п не указана,Москва
"C# developer junior / middle (.net, full-stack / back-end)",1–3 года,от 100 000 до 220 000 руб. на руки,Москва
Тьютор (преподаватель программирования для детей) в КиберШколе,1–3 года,з/п не указана,Екатеринбург
"Инженер на направление ""автоматизация и обслуживание инфраструктурных решений""",1–3 года,з/п не указана,Москва
Тьютор (преподаватель программирования для детей) в КиберШколе,1–3 года,з/п не указана,Первоуральск
Senior Software Engineer (SDET) to Armenia,1–3 года,з/п не указана,Саратов
Senior Software Engineer (SDET) to Armenia,1–3 года,з/п не указана,Казань
Senior Software Engineer (SDET) to Armenia,1–3 года,з/п не указана,Нижний Новгород
Ведущий разработчик C++,1–3 года,з/п не указана,Краснодар
"Разработчик BI, DWH",1–3 года,з/п не указана,Владимир
Разработчик DWH (DATA Engineer),1–3 года,з/п не указана,Екатеринбург
AppSec - аналитик,1–3 года,з/п не указана,Москва
Product owner / Product manager (Remote),1–3 года,з/п не указана,Тверь
"Педагог дополнительного образования по направлению ""Разработка VR/AR приложений"" в IT-куб",1–3 года,з/п не указана,Новосибирск
Архитектор решений,1–3 года,з/п не указана,Санкт-Петербург
Ведущий инженер-программист,1–3 года,от 95 000 до 99 000 руб. на руки,Владивосток
Программист ПЛИС (FPGA),1–3 года,з/п не указана,Санкт-Петербург
Инженер по сопровождению,1–3 года,з/п не указана,Москва
Аналитик,1–3 года,от 35 000 руб. на руки,Волгоград
Инженер отдела клиентской поддержки,1–3 года,з/п не указана,Москва
Программист-наставник,1–3 года,от 40 000 до 70 000 руб. до вычета налогов,деревня Покровское
Системный программист ОС GNU/Linux встраиваемых систем,1–3 года,з/п не указана,Москва
Системный администратор Linux / DevOps инженер,1–3 года,от 80 000 до 150 000 руб. на руки,Тула
Data Engineer/Support Engineer,1–3 года,з/п не указана,Хабаровск
Программист 1С,1–3 года,з/п не указана,Ижевск
Программист-наставник в школу программирования для детей,1–3 года,до 150 000 руб. до вычета налогов,Истра
Программист 1С,1–3 года,от 71 000 до 153 000 руб. до вычета налогов,Кострома
DevOps (Дирекция инжиниринговых услуг),1–3 года,з/п не указана,Москва
Системный программист ОС GNU/Linux встраиваемых систем,1–3 года,з/п не указана,Зеленоград
Системный программист,1–3 года,от 65 000 руб. до вычета налогов,Тольятти
Разработчик сценариев для киберучений,1–3 года,з/п не указана,Томск
DevOps инженер/DevOps Engineer,1–3 года,з/п не указана,Томск
DevOps инженер (Рекламная платформа),1–3 года,з/п не указана,Москва
Старший системный администратор (PostgreSQL/PostgresPRO),1–3 года,з/п не указана,Санкт-Петербург
Старший системный администратор (PostgreSQL/PostgresPRO),1–3 года,з/п не указана,Самара
Devops engineer,1–3 года,з/п не указана,Санкт-Петербург
"Разработчик Big Data (Hadoop, Spark)",1–3 года,з/п не указана,Новосибирск
Специалист по информационным технологиям (программист),1–3 года,от 90 000 до 117 800 руб. до вычета налогов,городской округ Клин
Старший системный администратор (PostgreSQL/PostgresPRO),1–3 года,з/п не указана,Ижевск
Разработчик DWH,1–3 года,з/п не указана,Краснодар
Разработчик DWH,1–3 года,з/п не указана,Ростов-на-Дону
Менеджер по продажам (IT-аутсорсинг),1–3 года,от 100 000 руб. на руки,Москва
Ведущий программист DS/DE,1–3 года,з/п не указана,Саратов
"Инженер по автоматизации тестирования Go, Базовые сервисы и инструменты",1–3 года,з/п не указана,Москва
Разработчик DWH,1–3 года,з/п не указана,Новосибирск
Специалист технической поддержки,1–3 года,з/п не указана,Владивосток
Go Developer (Middle/Senior),1–3 года,з/п не указана,Москва
DevOps specialist,1–3 года,з/п не указана,Санкт-Петербург
Ведущий инженер-программист / Инженер-программист 1 категории/,1–3 года,от 60 000 руб. на руки,Омск
Team Lead команды разработки,1–3 года,з/п не указана,Екатеринбург
Backend-разработчик / Erlang-разработчик,1–3 года,з/п не указана,Санкт-Петербург
Программист 1С,1–3 года,от 90 000 до 150 000 руб. на руки,Иркутск
"Преподаватель программирования, веб-разработки",1–3 года,от 35 000 руб. до вычета налогов,Волгоград
Инженер-программист 1 категории,1–3 года,от 90 000 до 150 000 руб. на руки,Омск
DevOps-инженер,1–3 года,з/п не указана,Санкт-Петербург
DevOps/инженер-программист,1–3 года,з/п не указана,Санкт-Петербург
SAS developer,1–3 года,з/п не указана,Москва
Системный программист,1–3 года,от 48 000 руб. на руки,Ставрополь
Data Scientist (NLP + time series),1–3 года,з/п не указана,Москва
Инженер по тестированию / QA Engineer (IT отсрочка),1–3 года,з/п не указана,Санкт-Петербург
Data Scientist / Специалист по работе с искусственным интеллектом,1–3 года,з/п не указана,Москва
BI разработчик,1–3 года,з/п не указана,Санкт-Петербург
Разработчик Node.js,1–3 года,от 80 000 до 180 000 руб. на руки,Москва
Quantitative Strategist - DeFi,1–3 года,от 3 000 до 5 000 USD на руки,Москва
Fullstack-разработчик команды препродуктизации и спецпроектов в сфере ML,1–3 года,з/п не указана,Москва
Инженер по сопровождению АБС ЦФТ 2.0.,1–3 года,з/п не указана,Москва
"Разработчик сетевых приложений (Wireless, OpenWRT)",1–3 года,от 200 000 руб. на руки,Москва
Ведущий системный программист ОС GNU/Linux встраиваемых систем,1–3 года,з/п не указана,Москва
Системный инженер-программист С/С++,1–3 года,з/п не указана,Омск
Программист С++,1–3 года,з/п не указана,Санкт-Петербург
"Разработчик сетевых приложений (Wireless, OpenWRT)",1–3 года,от 160 000 руб. на руки,Казань
Системный инженер-программист С/С++,1–3 года,з/п не указана,Екатеринбург
DSP-инженер / алгоритмист,1–3 года,з/п не указана,Москва
Разработчик корпоративной системы,1–3 года,з/п не указана,Иркутск
Системный инженер-программист С/С++,1–3 года,з/п не указана,Томск
"Разработчик сетевых приложений (Wireless, OpenWRT)",1–3 года,от 160 000 руб. на руки,Самара
"Разработчик сетевых приложений (Wireless, OpenWRT)",1–3 года,от 160 000 руб. на руки,Пермь
Data Engineer (ETL),1–3 года,з/п не указана,Санкт-Петербург
Разработчик цифровых схем,1–3 года,з/п не указана,Москва
QA инженер (Auto + Manual),1–3 года,з/п не указана,Иннополис
Консультант 1С,1–3 года,з/п не указана,Казань
Руководитель отдела разработки,1–3 года,з/п не указана,Москва
Middle Frontend Developer (Vue.js),1–3 года,з/п не указана,Санкт-Петербург
Junior Groovy/Java разработчик в команду Service Desk,1–3 года,з/п не указана,Екатеринбург
Ведущий программист DS/DE,1–3 года,з/п не указана,Курск
Антифрод-аналитик,1–3 года,з/п не указана,Москва
C/C++ developer (PON),1–3 года,з/п не указана,город Новосибирск
Программист в отдел АСУ ТП,1–3 года,от 84 753 до 136 382 руб. на руки,Санкт-Петербург
Junior-Разработчик С/C++,1–3 года,з/п не указана,город Новосибирск
Программист в отдел АСУ ТП,1–3 года,от 84 753 до 136 382 руб. на руки,Казань
Аналитик данных,1–3 года,з/п не указана,Москва
"Разработчик Golang (Личный кабинет, Путь совершения покупки)",1–3 года,з/п не указана,Москва
Инженер-программист АСУ ТП,1–3 года,от 84 753 до 136 382 руб. на руки,Самара
Инженер-программист АСУ ТП,1–3 года,от 84 753 до 136 382 руб. на руки,Новосибирск
Программист - преподаватель (выходного дня),1–3 года,от 24 000 до 50 000 руб. на руки,Славянск-на-Кубани
Инженер-программист АСУ ТП,1–3 года,от 84 753 до 136 382 руб. на руки,Пермь
Middle PHP Developer,1–3 года,от 100 000 руб. до вычета налогов,Ростов-на-Дону
Инженер-программист АСУ ТП,1–3 года,от 84 753 до 136 382 руб. на руки,Оренбург
Инженер-программист АСУ ТП,1–3 года,от 84 753 до 136 382 руб. на руки,Ижевск
Программист - преподаватель выходного дня,1–3 года,от 24 000 до 50 000 руб. на руки,Новосибирск
Архитектор баз данных / Программист SQL,1–3 года,з/п не указана,Великий Новгород
Архитектор баз данных / Программист SQL,1–3 года,з/п не указана,Петрозаводск
Программист - преподаватель выходного дня,1–3 года,от 24 000 до 50 000 руб. на руки,Славянск-на-Кубани
Начальник отдела автоматизации и сопровождения процессов взыскания (SQL),1–3 года,з/п не указана,Москва
